time	I(Vdd)
2.002020167413425e-07	-2.694170e-04
2.002060502240274e-07	-2.203905e-04
2.002141171893973e-07	-1.959199e-04
2.002302511201371e-07	-1.790282e-04
2.002470944061580e-07	-1.741870e-04
2.002807809781997e-07	-1.558884e-04
2.003298105109939e-07	-1.040077e-04
2.003878120858296e-07	-4.907562e-05
2.004355379504573e-07	-2.404466e-05
2.004947390214552e-07	-1.221722e-05
2.005816324093625e-07	-7.923843e-06
2.006988794418299e-07	-7.397407e-06
2.008286648181798e-07	-6.788168e-06
2.009758219060585e-07	-4.353172e-06
2.010580198268393e-07	-2.866184e-06
2.011320708264006e-07	-1.958871e-06
2.012287142161515e-07	-1.200451e-06
2.013177201597373e-07	-7.327411e-07
2.014229027145909e-07	-4.281311e-07
2.015365146949459e-07	-2.170587e-07
2.016848955437209e-07	-1.054207e-07
2.018551028030097e-07	-3.198972e-08
2.020899776402947e-07	-1.178587e-08
2.023877112537889e-07	4.811935e-09
2.028662744757205e-07	-2.758814e-10
2.036186582241007e-07	2.637356e-09
2.144445510812436e-07	1.668218e-09
2.252704439383866e-07	9.030755e-10
2.360963367955295e-07	3.419292e-10
2.469222296526725e-07	-1.522094e-11
2.577481225098154e-07	-1.683750e-10
2.685740153669584e-07	-1.175329e-10
2.793999082241013e-07	1.373053e-10
2.981499082241018e-07	1.127773e-10
2.989311582241018e-07	-1.218179e-09
2.992187500000000e-07	7.074208e-10
2.994248164482036e-07	-9.141416e-10
2.995878671035929e-07	2.034334e-09
2.998279368287431e-07	2.740082e-09
2.999000000000000e-07	1.572400e-09
3.000000000000000e-07	1.280221e-06
3.000045291684192e-07	8.133096e-05
3.000135875052574e-07	1.352861e-04
3.000295070303075e-07	1.176883e-04
3.000460197279679e-07	6.442191e-05
3.000639176996031e-07	1.678481e-05
3.000827717312615e-07	-1.375084e-05
3.001000000000000e-07	-3.197811e-05
3.001017228268739e-07	-8.425290e-05
3.001051684806216e-07	-1.176422e-04
3.001120597881170e-07	-1.391098e-04
3.001258424031078e-07	-1.939543e-04
3.001471714951602e-07	-2.893688e-04
3.001820382678765e-07	-4.271589e-04
3.002266810606143e-07	-5.484035e-04
3.002747904838633e-07	-6.109387e-04
3.003290922130835e-07	-6.262789e-04
3.003877061464347e-07	-6.167260e-04
3.004675757378087e-07	-5.806044e-04
3.005944638306280e-07	-4.806398e-04
3.007867865824225e-07	-3.004925e-04
3.010370664077762e-07	-1.227532e-04
3.012986476207117e-07	-3.657027e-05
3.016424981117771e-07	-6.059255e-06
3.019954701191554e-07	-5.413929e-07
3.026441341315291e-07	-1.414699e-08
3.034253841315291e-07	2.200352e-09
3.042066341315291e-07	-5.917400e-10
3.059923484172434e-07	-2.764747e-10
3.077780627029578e-07	-3.046756e-11
3.095637769886721e-07	1.462815e-10
3.113494912743865e-07	2.537724e-10
3.131352055601008e-07	2.920052e-10
3.149209198458151e-07	2.609798e-10
3.167066341315294e-07	1.606963e-10
3.279789555601011e-07	1.328917e-10
3.392512769886728e-07	1.100514e-10
3.505235984172446e-07	9.217541e-11
3.617959198458163e-07	7.926383e-11
3.730682412743880e-07	7.131662e-11
3.843405627029597e-07	6.833378e-11
3.956128841315314e-07	7.031531e-11
3.979566341315314e-07	6.178880e-11
3.987378841315314e-07	-4.586589e-10
3.992187500000000e-07	5.093440e-09
3.993187500000000e-07	3.275166e-09
3.995187500000000e-07	4.187703e-09
3.997624999999999e-07	1.905056e-09
3.998624999999999e-07	-7.048026e-09
3.999000000000000e-07	4.296589e-09
3.999249999999999e-07	1.850594e-09
3.999500000000003e-07	-6.240574e-09
4.000000000000000e-07	3.938262e-06
4.000050000000000e-07	1.118557e-04
4.000150000000000e-07	1.754828e-04
4.000349999999998e-07	1.547972e-04
4.000539299195359e-07	9.732726e-05
4.000739063529104e-07	5.439474e-05
4.001000000000000e-07	3.440148e-05
4.001026093647090e-07	-1.527104e-04
4.001078280941269e-07	-2.176508e-04
4.001182655529628e-07	-2.079476e-04
4.001320993551507e-07	-2.915950e-04
4.001477279521006e-07	-4.195383e-04
4.001639985438765e-07	-5.118090e-04
4.001778062360968e-07	-5.375704e-04
4.002000000000000e-07	-5.775732e-04
4.002022193763904e-07	-4.074562e-04
4.002066581291710e-07	-2.956170e-04
4.002155356347323e-07	-2.587613e-04
4.002332906458549e-07	-2.402844e-04
4.002554280607420e-07	-2.299976e-04
4.002961894656018e-07	-1.889476e-04
4.003414996892034e-07	-1.246118e-04
4.004145025958678e-07	-4.450916e-05
4.004690347987326e-07	-1.780537e-05
4.005317207624579e-07	-9.989723e-06
4.006188631368230e-07	-7.813317e-06
4.007651399615611e-07	-7.242991e-06
4.009145306806897e-07	-5.685264e-06
4.010679439347536e-07	-3.038945e-06
4.011329940509147e-07	-2.073445e-06
4.012060156870078e-07	-1.408918e-06
4.012937091394131e-07	-9.268061e-07
4.013935937345017e-07	-5.390839e-07
4.015094268519555e-07	-3.099246e-07
4.016438898937306e-07	-1.491991e-07
4.018108251247981e-07	-7.753588e-08
4.020193918715937e-07	-2.854891e-08
4.023051271165705e-07	-1.960637e-08
4.027085664106299e-07	-7.417896e-09
4.033901711073716e-07	-8.218641e-09
4.049526711073717e-07	-4.987957e-09
4.072964211073717e-07	-3.187406e-09
4.094169568216575e-07	-2.590373e-09
4.115374925359433e-07	-2.097871e-09
4.136580282502291e-07	-1.709898e-09
4.157785639645148e-07	-1.426454e-09
4.178990996788006e-07	-1.247541e-09
4.200196353930864e-07	-1.173158e-09
4.221401711073721e-07	-1.203304e-09
4.286133853930865e-07	-1.004047e-09
4.350865996788010e-07	-8.356320e-10
4.415598139645154e-07	-6.980598e-10
4.480330282502299e-07	-5.913302e-10
4.545062425359443e-07	-5.154432e-10
4.609794568216588e-07	-4.703987e-10
4.674526711073732e-07	-4.561969e-10
4.987026711073740e-07	1.312087e-10
4.992187500000001e-07	-5.737075e-09
4.993187500000001e-07	-3.828215e-09
4.996000000000001e-07	-4.283947e-09
4.997625000000000e-07	-2.482935e-09
4.998625000000000e-07	5.773315e-09
4.999000000000001e-07	-3.454574e-09
4.999249999999999e-07	-2.333564e-09
4.999500000000004e-07	3.900927e-09
5.000000000000001e-07	-7.461814e-07
5.000050000000000e-07	8.300402e-05
5.000150000000000e-07	1.426310e-04
5.000349999999999e-07	1.522088e-04
5.000546153472497e-07	1.427300e-04
5.000702686145865e-07	1.332108e-04
5.001000000000001e-07	1.087323e-04
5.001029731385414e-07	4.567191e-05
5.001089194156242e-07	8.137418e-06
5.001208119697896e-07	2.488887e-06
5.001445970781204e-07	1.134433e-06
5.001724283127179e-07	6.362372e-07
5.002280907819128e-07	3.821000e-07
5.003394157203026e-07	2.034002e-07
5.005620655970821e-07	1.065908e-07
5.010073653506410e-07	5.283524e-08
5.017886153506410e-07	2.624261e-08
5.025698653506411e-07	1.666779e-08
5.041323653506411e-07	9.890035e-09
5.062529010649268e-07	7.393272e-09
5.083734367792127e-07	5.350289e-09
5.104939724934984e-07	3.761087e-09
